"id","review","review_rating"
4757,"I'd used the Boppy breastfeeding pillow when I nursed my first child and I literally couldn't have breastfed without it.  This pillow offers the same support as the Boppy with some minor improvements.  First, I liked that this pillow was flat instead of rounded.  I found that with the Boppy, the baby would always roll sideways.  However, the flat design of this pillow helps avoid that problem.  The vibrating unit is also a plus.  The vibration isn't too strong and it is a nice addition to helping the baby sleep.  The colorful elephants on the pillow cover are cute and nicely gender neutral.  Overall, definitely a good help for a breastfeeding mother.",4
4758,"I love this little pillow. It takes a lot of the burden off your shoulder muscles while nursing your baby. As someone who has Fibromyalgia, that is such a huge relief. The vibration is perfect and soothing to the baby and is especially helpful for colicky babies. I also love that as the baby gets older it can be used to help prop the baby up into a sitting position.The only negative is the price. Really, why is baby stuff so expensive?",4
4759,"What I like about this nursing pillow.  The removable washable cover and the adorable print.  It's also nice for propping up a  little one.  It's a relatively supportive pillow.What I don't like.  The firmer side for nursing.  I actually prefer to use the softer side for breastfeeding.  I think adding that extra layer of firmness was unnecessary.  Even worse, it makes the pillow too stiff to easily adjust the opening.  I can understand the complaints from some reviewers about this seeming too tight.  My skinny 10-year-old girl with a 23-inch waist can stand up with this around her waist, and it stays in place without her holding on.  So, yes it's on the snugish side.  I actually would flat out not recommend it for a plus sized mother, and even others may find it too tight.The vibrating feature isn't something I'm interested in using.So overall, I'm happy enough with this pillow as it was free in exchange for a review, but with the stiffness and difficulty adjusting the opening, I would probably be returning it for a refund and trying something else.",4
4760,"When my daughter was a baby, I used a bed pillow or arm rest to assist in nursing, so receiving the Comfort & Harmony Mombo Deluxe Covered Nursing Pillow was quite a thrill.  For this next generation, it's a welcome development which is not only attractive, but truly comfortable for baby, mommy, or any individual who is feeding a baby or supervising her/him.  The little video included in Amazon's listing is worth watching to get an idea of its functions, but I'd also recommend checking this out in a store to be sure you like it.  With a softer/firmer side option and the removable vibration disk, this is a nice option, and the removable cover which can be washed is a definite plus.  Our only problem in this home is that our little dog wants a pillow like this, so we must be careful that she doesn't take it over from baby.  I was expecting a pillow to be not much larger than a neck pillow, so it was a wonderful surprise to see it is much larger and more substantial.  It is sealed in a plastic and lightweight cardboard package, so if you're gifting the pillow and wanting to wrap it, be prepared to either have a soft package or you'&#314;l need a box in which to put it.  Unless we're intending to use the vibration option, we keep it out of the pillow.",5
4761,"I thought the pillow was really cute, and I liked that it had a soft side and hard side, but ultimately I prefer my Boppy. I am a larger lady (22/24), and it didn't fit around my waist comfortably. The baby didn't mind it for nursing on, but he didn't like laying on it for play time. Not sure how useful the vibration is -- I never used it.",3
4762,"The pillow is nice and firm.  For me, it was the right height.  I like how the sides cut in because it allows use in a narrow chair.  Every person is different, so it may be worth trying one first to make sure the size, height, cut all work for you.  The vibrating insert is a little weird in my opinion.  What baby isn't happy while eating?  The vibration really isn't necessary.  Kind of a gimmick add-on in my opinion.",4
4763,"This nursing pillow blew me away. It's so plush and has many uses - it's great for nursing, but also for letting the baby prop against it while I'm trying to put on makeup or clean. I also love the elephant pattern. I highly recommend buying this!",5
4764,"I realize I am in the minority here, but I really did not like this pillow. I know it is supposed to sit right under your chest for breastfeeding, but I found it to still be WAY too tight to wear comfortably. (For reference, I weighed 135 before pregnancy and gained 35 pounds. I'm only two weeks postpartum, but I still don't consider myself to be exceptionally large at this point.)I do like that there is the option to turn the pillow upside down and use it to sit Baby up, though we haven't used much of that side yet. And the optional vibration is also an interesting feature, though, again, my baby isn't that interested in it yet.Overall, and especially for the price, I'm not terribly impressed with this pillow. If I can't comfortably use it for breastfeeding, then what's the point? I'd rather use myBoppy Pillow with Slipcover, Peaceful JungleorMy Brest Friend Original Pillow, Fireworkspillows. At least they fit around me.",2
4765,"I could go on and on about this one.  It ROCKS.  It can be used while nursing, but also in the sitting-up-stages.  The two sides of it have different &#34;feel.'  One is firmer.  How ingenious is that!!!  This is just the cutest little elephant print ever, and is soft to the touch.  Much larger and nicer than I anticipated, too!!!Also, I did NOT note that it came with a little motion option!  (There's a vibrating attachment.)Comfort for baby and mommy.  Highly recommended!!!Note: Covers for this are available for purchase.  I recommend those as well.",5
4766,"This pillow makes an impressive presentation. The vibrating orb (that you place inside the pillow) is actually separated and highlighted in a way that makes the overall package appear quite substantial-an excellent gift! The print theme/colors are neutral and SO cute...You simply unzip the cover and place the vibrating orb (takes 1 &#34;C&#34; battery) inside the hole in the pillow after turning it on. I love that you can feel the vibrations through both sides of the pillow equally well.I also love that this Mombo Deluxe pillow is big enough to offer the support I want, but isn't cumbersome to use. I still feel like I have plenty of control and that it's a help instead of a hinderance. Bonus use for the firm side of the pillow: It makes an excellent head/neck support for me while lying on the bed or floor. Less tossing and turning makes the most out of limited sleep.I prefer the soft elephant side for nursing (more supportive than a pillow). Since this side also has a tubular inner edge that may be irritating, I recommend using the firmer side for propping-up baby on the floor. This is an excellent option for us, since it seems like a good way to accommodate the curiosity of siblings without constantly worrying about if he/she is holding baby the right way all the time...",5
4767,"I would not hesitate to recommend the Mombo to new mothers. It snugs up to you and helps support baby while you are nursing; it can also be used on the floor to help baby &#34;lounge,&#34; have &#34;tummy time,&#34; or sit up. It's worth the initial investment because you'll use it over the long-term. Our boppy turned into a comfort item for our toddler and she would take her bottle and lounge against the boppy on her own for quiet time.In terms of price, it's basically a souped-up boppy. It does have the vibrating feature, which you can remove. (I don't think it's needed.) You will have to supply your own battery if you want to use it.You may want to get a cover, which will run you another $10 or so. The original fabric is adorable, but you'll want to treat any stains immediately.Recently I also reviewed the Born Free Bliss pillow, which I felt was too large. It was awkward both to use and store. In contrast, the Mombo (or boppy) will fit you and your baby comfortably---for now and for months to come.",5
4768,"Excellent for grandparents/babysitters!This is a wonderful, if not necessary purchase for anyone who cares for an infant, whether nursing or not. I got this pillow for my baby grandson to use when he visits. It's adorable, well-made, soft but supportive, and versatile.I use it for comfort and support while bottle feeding him, and it makes his tummy time more comfortable, as he has an easier time looking around.  It's also been great for propping the little guy up while I'm tasking;  he's content and relaxed in it. We've used the vibrational feature and it seems to soothe him, but he's otherwise happy without it so far.I feel this is a must-have for anyone with a little one in their home! Highly recommended!",5
4769,"I believe the Comfort & Harmony Mombo pillow is well-made. I like the size and softness of the pillow. The outer part of the arms are slightly indented to fit between me and the glider armrest better. I have not used the vibrating mechanism but I could see how this would help rock a baby to sleep. The slipcover washes easily and the price is similar to the Boppy. I also love the elephant print as it coordinated with my son's animal-themed room.",5
4770,"Nursing pillows are really great to have, they are a total back saver!  I have tried other kinds, but I really like the design of this one.  It's firmer than others I have tried and not as round.  The angles make it easier to balance the baby and accessories on the pillow.  I prop her up in the pillow so she won't roll off the couch and this works well for that too.  The vibrator is nice addition and isn't as rough as I feared it would be.  She does prefer to sleep with it off.Just an added bonus to note-The pillow's design is cute and I don't mind leaving it around on the couch because it doesn't clash with anything.",5
4771,"With my previous two babies I used a different style nursing pillow (rhymes with hoppy). I was fairly pleased with it, but I think the Mombo is an improvement over my previous pillow. It has two sides - one firm and one plush. I use the firm side for nursing. It was very useful for getting the baby properly positioned (without me having to twist around or bend over).The cover is removable and washable (which is nice, since it has already been spit-up on numerous times in the last week.)My one complaint is that the vibrating feature does not have an on/off switch on the actual vibrating unit itself. It's convenient to be able to just push on the pillow to turn it on, but on more than one occasion the vibration has inadvertently turned on while we were traveling or moving it. There is a timer on it, so the vibration won't run perpetually, but it would be nice if there was an actual on/off switch that you could toggle on/off for when you won't be needing the vibration so it doesn't turn on accidentally.",4
4772,"The Comfort & Harmony Mombo Deluxe Covered Nursing Pillow is adorable and quite helpful. The vibrating unit is a nice addition, especially for a fussy little one. It boasts two sides: Firm and soft, one for nursing and one for reclining. The coverlet is pretty and unisex (elephants in green); the extra covers are varied for many tastes...it will be hard not to buy them all...do buy extras, though, they do get soiled easily.",5
4773,"This pillow is great. Firm on one side, but softer on the other. Can be used not only for supporting your nursing baby, but also to prop up your baby while she lays against the pillow by herself. Decorated with sweet elephants, this design can be for boys or girls. The comfort of this pillow is great. It's very durable too. Comes with a vibrating disc that can be removed if you don't want to use it, but slips into the pillow to sooth your sweet baby if you want to use it. This is a large pillow, so this will be used for several months ahead!",5
4774,"Our other pillow is from NursingPillow.com and our only basis for comparison. They're almost polar opposites.The Mombo is much firmer and taller than the NursingPillow. This comes in handy for its intended purpose. Mombo brings the baby closer to Mommy and Baby doesn't slowly sink into the pillow away from Mommy. Neither side seems uncomfortable to Baby, but firm side up seems to be more comfortable for Mommy. Mommy cannot use the NursingPillow as effectively.The Mombo is heavier and more resilient. Heavier means it shifts less when Baby fidgets. Resilience, like a rubber band, makes the Mombo &#34;grip&#34; Mommy's waist better than NursingPillow.The Mombo is bigger and has more area to plant Baby.The vibration feature on the Mombo doesn't seem to make a difference either way.The Mombo can double as an armchair for Baby when you place it on the floor, firm side down.The NursingPillow is very comfortable and soft and works very well as a neck-pillow for Mommy and Baby. I can also scrunch the NursingPillow into the baby carrier to protect Baby's head. The Mombo cannot be scrunched.But in the end, it will come down to personal preference and anatomical differences. I can only conclusively say, it works well for us.",4
4775,"This pillow is big and comfy and such a cute pattern. I love that it's firm on one side and soft on the other. The vibrations might be a gimmick, but could be a really neat feature. I'm glad to have the option and think this will be a really item in many ways!",5
4776,"Pros:Comes with slipcover that is machine washable. (instead of the hidden cost of having to buy one separately like some other ones)Holds it's shape well.Harder on one side (for nursing), softer on the other if baby is using it as cushion.Cons:It may be a little small but I think it's supposed to be very snug so it stays on the mom. It is something to think about before buying.Neutral:The vibration unit. I just don't know...",4
4777,"The Mombo Deluxe has proven to be an invaluable tool when it comes to feeding the baby (either nursing or bottle feeding).  Back and shoulder pain from prolonged feedings have been greatly reduced thanks to the support it provides.  Because it has a firm side (the soft side seems to be very comfortable for the baby to rest against), the pillow has been an effective tool in allowing the baby to be propped upright for proper digestion after feedings and for napping.  The vibration option (you do have to provide your own battery) has been effective; we&#8217;ve noticed a difference when we don&#8217;t use it, as it seems to have a calming effect.  As the baby gets older and begins to sit, this pillow will also be able to provide great support and protection from possible tumbles.  Aesthetically, the design of our pillow is very pleasing and gender-neutral (sage green and white, with elephants of varying colors).  The material is very easy to clean as long as you wipe it up quickly (purchasing a cover might make the most sense if you&#8217;re having to clean it often).",4
4778,"There are several things that I really like about this pillow!  One, the soft vibrations from a removable device soothes our baby; two, the WASHABLE double-sided cover allows for easy removal and cleaning; and three, multiple uses.  While the pillow is advertized as a nursing pillow it can be used for so much more.This pillow can be used as your baby grows!  We used it when we started introducing tummy time and the little elephants were a hit! As our baby started to grow, he loved being able to sit up in it and it provided some support for his little back.I would definitely recommend this to anyone who is have a baby if they are nursing their baby or not.  I found it helped with bottle feeding and providing that closeness and bonding time that I love!",5
4779,"We have long been fans of wearable blankets for our kids and these are the newest and best iteration of the concept. While keeping our almost one year-old covered throughout the night no matter how much he squirms and moves, it is also snug along his sides, which seems to offer him more security and comfort while still leaving his arms free to move. The material has grown softer with each successive wash and has just the right thickness to keep him warm without over-heating him.The double zipper is also a brilliant idea. We often put essential oils on our kids' feet at night and having a second zipper providing access to our baby's feet without unzipping him entirely makes this a simple process. One caveat, however, is that by having such a long zipper it can be difficult to zip a squirmy child.We would happily buy these for future kids.",5
4780,"Love this butterfly pattern- very stylish, yet still girly, and it is soft! The design is SO wonderful ! 2 way zippers mean that no matter where you are changing your child in the middle of the night, it is EASY to unzip and get to their diaper! No fumbling, trying to remember which side the zipper is on when you're 3/4 asleep still! And the zipper is covered with fabric, so no pulling on it by baby! I love that it actually covers your child's upper arms too, to help keep drafts from hitting their bodies! Only washed a couple of times, but seems to be holding up very well. This is a great baby shower present and I would recommend getting the small versus newborn, as newborns still need to be swaddled as much as possible, and I think this would be a great transitional piece from swaddling!",5
4781,"Adorable little blanket / pouch.  Very easy to unzip and rezip, with easy infant access.The polka design is subtle.",5
4782,"This is a great product for babies. You're not supposed to put blankets in with babies in cribs because of suffocation risk, and this is a great way to give the babies the comfortable feel of a blanket but it's safe. It has sleeves and is like an outfit but the way the fabric fans out makes it feel like a blanket  It's soft and not too thin; it feels well-made. The print is very pretty. We have gotten several of these in different colors and sizes. A wonderful, safe alternative to a blanket.",5
4783,"I just adore this cuddly, cozy lightweight summertime blanket.  It's 100% cotton, very similar to onesies, and soft and comfortable.  The floral pattern looks like an assortment of pretty in pink mandalas with a touch of gray and orange her and there.  It has a very summerish looking quality to it.The ComfortMe is perfect for summertime when it's just cool enough to need a bit of covering, but not an extra layer of clothing or a heavier blanket.  It's almost like a poncho in that the arms are open and, if wanted or needed, the bottom can be left open.  I do like the fact that there are different stages of blankets that can be used from the newborn to the one-year-old.SwaddlePod:  (5 to 10 pounds) ""Recreate the comfort of the womb.""SwaddleMe:  (7  to 20 pounds)  ""Easiest way to Swaddle for safe and sound sleep.""WrapSack:  (7 to 10 pounds) ""Transitioning swaddle, arms in or out.""ComfortMe:  (12 to 24 pounds)  ""Keeps baby warm, and replaces loose blankets in crib.""These all come in an assortment of colors and designs so you can customize your SwaddleMe wardrobe (if you click the links you can see these throughout the page).  You can select different sizes as well.  The quality is high and most certainly can be used as a hand-me-down.",5
4784,"It is lightweight 100% cotton and is great for the summer months to add an extra layer for when the air conditioning is on. It is not too heavy, not too lightWe love the Pink, gray, and orange floral spiral pattern.It is a great feature that the blanket zips from both the top and the bottom. The bottom zipper makes middle of the night diaper changes a breeze. It has a snap and small flap of fabric at the top to cover the zipper for the baby's comfort. The neck opening could be a little larger, as our 6 month old has lots of fat rolls and there isn't much extra room.Our baby immediately rolls to her stomach when put down so there is no way to keep her on her back (our pediatrician states this is fine as long as baby does it on her own). We like that the zipper is off to the side instead of directly in the middle so when she does sleep on her belly, all her weight is not directly on the zipper.Overall, my wife and I are happy with this.",4
4785,"Now that our little one is starting to roll, we have started to move away from the swaddling products for her to sleep in.  The wearable blanket is a great transition for this.  It is made of 100% cotton to keep her warm but not overheated while sleeping.  She loves being put in this (when she isn&#8217;t completely resisting a nap of course).  She sleeps soundly and comfortably.  We usually have the A/C on most of the Spring, Summer, and early Fall so I wish that it had longer &#8220;sleeves&#8221; to the product to keep her arms warm as they can get cold sometimes as she sleeps, but she tends to like the movability.  It is VERY easy to take on and off and washes up very nicely in the washing machine.  Not to mention the pink flower and butterfly print is super cute.  Great product!",4
4786,"I love the soft lightweight 100% cotton (unfortunately made in China). This is the perfect wearable blanket for summer months. It looks a it like a kimono- large arm area and full, comfortable fit.The zipper at the bottom allows your baby to stay blanketed while changing a diaper.The Large is a big wrap, big enough for a 18- 24 pound baby. I love that it is a soft blanket that never falls off.",5
4787,"I've used a similarly designed sleeper with my son, but the zipper was in the front and the material was better suited for cold months.This design, with the bottom zipper and lighter material, is a big improvement, and a much better choice for warm weather. No worrying about an accidental sweat rash.Love the pink print too.",5
4788,"This is pretty much your typical lightweight wearable blanket with one difference. The difference is that it has partial sleeve like coverings.  I loved this product because it it allows for a little more coverage to keep the baby's arms warm. It has the zipper on the bottom of the sack, so it is simple to perform diaper changes. Overall, a good product which appears to be one of a kind so far.",5
4789,"I like the idea and overall design of this wearable blanket, but it has one significant flaw.  The arm holes are very small.  We use fleece 'sleep sacks' over the winter, and the lighter design of this wearable blanket is nice for the summer season.  The arm holes are sewn shut on the lower part of the hole.  It seems like they should have just left the opening large, or even added a snap.I chose to try the 'large' size, despite my twins being 19 lbs and 22 lbs, and they didn't like the restriction on their arms, and it was hard for me to feed their arms through the holes too!  For smaller infants, this might be a good solution.  My kids are 14 months old, and a bit small for their age as twins.  For singleton babies, I would guess most of them could use this up to size 6 months or so, despite the advertised size chart.  Large is designed for 9-12 months, 18-24 lbs.",3
4790,"Like many other reviewers, I like this blanket for its ability to keep little one warm especially they're ones that likes to around and kick their blankets.  When they are small it's less of an issue which is why would be great they came in larger sizes.We have used the halo, ergo, and others.  While they all have some benefits sometimes I still prefer the simplicity and ease of care and value you from a basic swaddle blanket",4
4791,"We use a lot of wearable blankets for our infant because we follow the advice not to include loose blankets in the crib.  One of the downsides of most wearable blanket designs is that they are sleeveless.  In cooler weather, this requires dressing baby in a long-sleeved shirt or pajama top underneath the wearable blanket, which adds more complication (and more laundry!).  The design of this wearable blanket provides long-sleeve coverage for the arms without restricting movement.  It seems to provide a sleeping experience that is more similar to sleeping under a real blanket.",5
4792,"This is a great sleep sack as the weather gets warmer! Our son is 7 months old and we live in the southwest and it is starting to get much warmer (~June). These sleep sacks have a simple zipper that goes from the left shoulder all the way to the bottom right. This makes it incredibly easy to get the baby in and out. The sacks are machine washable and dryable so that also is a great convenience!",5
4793,"I absolutely love the Bees Knees pattern on this blanket. It's adorable not to mention gender neutral. This product is made with large arm holes so your baby doesn't get too hot while they sleep. This company makes it convenient for diaper changes with a zipper at the bottom of it. It's very easy to wrap your baby up in this blanket. I think its great that the small will work for 3-9 months so it means you get to purchase less blankets. Very happy with this item!",5
4794,"My daughter is tiny for her age and we still use sleep sacks or wearable blankets for her every night. Putting on the garment is as much a part of her routine as prayers, story time and a little bit of milk. I was excited to receive this product but very disappointed once I used it. The sleeves are non functioning. It felt like I was putting my child in a strait jacket. The arm holes were not well thought out. Overall just disappointed.",1
4795,"With our daugher, now a little over 2, there was that awkward phase where she wouldn't stay swaddled, pulling out one way or another but she wouldn't stay under a blanket.  I looked around at the time for something that could stay secure and didn't find anything. With another one on the way in August, I saw this and had to have a closer look.Let me say, this fits the bill exactly.  Your child will stay warm and won't have any way or need to wiggle out of this. It's like a swaddle in texture and thickness but made for older babies or wiggly ones or ones that don't, for whatever reason, want to be swaddled.I'm very pleased as it fits the exact niche we were needing to fill.",5
4796,"This is wonderful, the material is very soft and following the instructions it was very easy to use. Washed very well. The fabric is very light so perfect for a spring/fall usage in addition to summer.",4
4797,"There are several things that I like about the Summer Infant ComfortMe Wearable Blanket.  First of all, it has sleeves, many of the blankets that we had used with our daughter were sleeveless.  This blanket has arm holes, which although could be improved, have allowed us to wrap our baby up and still restrict his arm movements while he is sleeping.  The design that I ordered, Sketchy Safari, is attractive and soft.  If you are looking for a wearable blanket to use this summer, try this one!",4
4798,"I picked these up as my sister just had a baby and she lives in a cold area where it snows. She was very happy with how well these fit and how they allow room for her baby to move around. This is such a great item if you worried about trying to keep your little one snuggled up and warm.A really great gift for a mom-to-be.",4
4799,"This is pretty much your typical lightweight wearable blanket with one difference. The difference is that it has partial sleeve like coverings. I loved this product because it it allows for a little more coverage to keep the baby's arms warm. It has the zipper on the bottom of the sack, so it is simple to perform diaper changes. Overall, a good product which appears to be one of a kind so far.",5
4800,"This is a great product. It is vital not to put your child in a blanket (or have anything else for that matter) in the crib. It puts them at risk for suffocation and also increases the risk of SIDS. But of course you want your infant to be as comfortable as possible. This is a great way to give your child the comfortable feeling of a blanket but have it be safe for the child. Its exactly as it says ... a wearable blanket. It looks like a blanket on the outside, but on the inside it has partitions to there are sleeves and its like an outfit, not like a blanket.The product seemed very well made. It was very soft. It was made of 100% cotton, which I like. The pattern was cute, and I know they have many different patterns/sizes and also different ones for the cold and warm months.Of course make sure to follow all directions and that it fits as it should for it to be safe for the baby. There is a warning label in it about that that you should read.I would recommend this product. Its a great way to give your child the comfort of a blanket in a safe way.",5
4801,"I love this Wearable Blanket.  Since you can't give babies a blanket, this is the next best thing.  It makes it easy for moms to change diapers in the middle of the night and gives the assurance that the baby is safe from blankets but still warm.  I love the way it snugs the baby and is so cozy.  Perfect with a long sleeved onesie for cooler nights.  I like giving these as baby shower gifts since new moms don't realize how amazing they are!",5
4802,"We have four kids and so far the only brand we've used were the Halo Sleepsacks, which we've been happy with. I got a few of these to try out, and they compare well, better in some ways, less so in others. I really think you can't go wrong with either, so I would buy one or the other to try it out and see if you like it.  If not, return it and get the brand.I think the Halo sleep sacks are softer. This could be because ours have been washed many times, but to try and even the odds I put these in with every laundry load I did for a week, and while they did soften, I still found the Halo softer. It's soft enough, but if you had a baby with really sensitive skin you might prefer the Halo.I found the overall quality of the Summer to be a tad better than the Halo. The zippers seem studier, they are easier to work one-handed, and I like that it has sleeves. Overall it's a good option and I think the choice between this and Halo would really come down to individual preferences. I think they are both good products.  I like the pattern on this one better than some of the other options from Summer, though since the baby doesn't care, I'm not too concerned with what it looks like.",4
4803,"I like the idea and overall design of this wearable blanket, but it has one significant flaw.  The arm holes are very small.  We use fleece 'sleep sacks' over the winter, and the lighter design of this wearable blanket is nice for the summer season.  The arm holes are sewn shut on the lower part of the hole.  It seems like they should have just left the opening large, or even added a snap.I chose to try the 'large' size, despite my twins being 19 lbs and 22 lbs, and they didn't like the restriction on their arms, and it was hard for me to feed their arms through the holes too!  For smaller infants, this might be a good solution.  My kids are 14 months old, and a bit small for their age as twins.  For singleton babies, I would guess most of them could use this up to size 6 months or so, despite the advertised size chart.",3
4804,"Two-way zipper makes it easy to change diapers and get baby in and out. Zipper cover to prevent scratches to baby. Covers arms and stays in place, yet with enough room for airflow, not too constricting. Swaddling configuration for those who prefer this sleep mode. Wearable design prevents baby from squirming out of it, but still allows for some motion. Good construction.Four different configurations for different stages of development. Easy to use, easy to clean.",5
4805,"Ok, my favorite thing about this wearable blanket is that it makes my son look like a teeny little Jedi. So cute! Otherwise, I've been happy with it. I had to stop using it for a bit because of a need to go back to swaddling, but we're just about ready to try using it again. One star deducted because I'm pretty sure it shrunk the first time I washed it.",4
4806,"Wearable blankets are great for toddlers who have outgrown swaddling but would kick off regular blankets or should still avoid them. I give this four stars because I like this about as well as the other two brands we own - but it's not clearly the best, so as to earn five stars.I prefer cotton, and this jersey is a good medium weight for some added warmth over pj's. The loose sleeves on this are nice to have and help to keep arms a bit warmer. The two-way zipper is good, but because it doesn't open at the top I don't find it more convenient than a reverse zipper; you have to find the tab and remember which way to zip for diaper change (up) verses blanket removal (down.) Also, Summer Infant's zips along the side and bottom rather than down the front. I imagine this might be convenient for a younger baby lying down, but I find it's a little harder to put on our toddler, who's usually sitting on my lap. Sizing seems accurate; large is supposed to fit infants 18-24 lbs and our 22 lb child fits but does seem near the size limit.For comparison, we also use a muslin aden+anais sleeping bag (single layer, lighter weight) and a Halo sleepsack (in cotton similar to ComfortMe.) It may be helpful to note that for the other brands, size medium fits up to 24 lbs and is comparable to ComfortMe large. All three work well for us. The main difference is since we have the light weight single-layer style from aden+anais, I use that over slightly thicker pajamas. The ComfortMe is great with short sleeve pajamas since it's got a bit of sleeve so arms don't get chilled. Between the three I say it largely comes down to preference.",4
4807,"I absolutely love this blanket! We have some of the sleep sacks but my two biggest complaints are that they're sleeveless and that although they zip up from the bottom, the vertical zipper merely creates a slit in the bottom of the blanket and you have to basically &#34;undress&#34; baby from the sleep sack in order to do a diaper change. In the middle of the night when you're trying to accomplish this without waking baby it proves to be rather difficult.This wearable blanket's zipper runs along the bottom seam which allows you to actually open up the blanket without disturbing your baby. I can finally do diaper changes in the middle of the night without waking my son! I also love the sleeves because although my son tends to be on the warm side, his little arms stay pretty cool and the loose covering of this wearable blanket provides just the right amount of warmth. We're extremely happy with this product and highly recommend it!",5
4808,"OK, it really is kind of a Snuggie for babies. But on an infant, the little arm covers remind me of angel wings, and everyone says they're adorable.And seriously, those grow-up Snuggies are probably cozy and lovely if I could just get past how silly they look. Since this baby version doesn't suffer that flaw, it gets five stars from me!Love the two-way, covered zipper, so you can open whichever part you need, and never worry about the zipper catching skin.This was definitely an appreciated adoption-shower gift, and now that I've seen it in action and talked with the new mom about it, I can't even come up with a &#34;con&#34; to post. So there's no Pro/Con list this time, just five shining stars! :)",5
4809,"We love these kick mats especially since our kid loves to put his foot against the back of the chair. It helps to keep the back of our seats from turning black.  Looks like it works as intended so far.",5
4810,"These are really great for the back of seats. With kids sitting behind you, they are constantly putting their feet up or dribbling junk all over the back of seats. One time, my son decided to use the back of a leather seat to draw with markers. Yuk.These are really nicely made with great stitching, thick, durable material and solid straps. There are two straps, one to go around the headrest and one for the base of your seat. The material is wipeable and thick and will withstand even the messiest of kiddos.A nicely made product that will pay for itself very quickly in ease of use and protection for your car. They may be a little pricy in comparison but if they hold up longer, it is better than buying two sets of cheaply made products. I was provided a sample for testing and review.",5
4811,"I received this in exchange for writing a review.1. This definitely provides protection against my 3 year 5 month old granddaughter kicking the seat she is in back of. However, if you look on Amazon you will see comparable products that cost much less.2. I could not get this to fit nice and smooth as shown in the picture, though that does not affect the protection afforded.3. This has two sets of adjustable straps on the top and bottom. For each set of straps only side is adjustable in terms of length; the other side is fixed. That proved to be a bit of a nuisance for attaching the bottom straps. It would have been much easier if both sides had been adjustable.Bottom line: This works, though there are cheaper alternatives.",3
4812,"This monitor for the most part works just fine but the biggest complaint that I have is that the battery life stink on it.  I am lucky if I can get 4 hours out of it.  By the time my baby goes to bed I still have several hours that I am awake and moving around the house getting things done.  I need a monitor that lasts longer than 4 hours.  I don't understand why something that costs 150 dollars contains such a crappy battery!",3
4813,"I love this baby monitor.  I can compare this one to the Motorola MBP36 and I like this one better because the video quality is so much better on this one.  I thought the MBP36 was good until I got this one, then it was absolutely no contest.  In fact, I wish I could return the MBP36.  The MBP36 is good because you can pan the camera remotely using the controls on the monitor and I like that the buttons on the monitor is on the face and not on the edges because that makes it so you are not constantly accidentally pushing buttons when you're carrying it, but that's it.  In video quality, this one wins hands down and since that's the most important part - I prefer this one.  The wide angle is nice because you can see a greater area, but then you're not getting a close up.  There's a zoom feature which kind of makes up for it but if you are only using this to point into one specific area and want to see like your baby breathing - you may want to get the non-wide  angle version of this baby monitor.  This one is great if you want to monitor the whole crib or a whole room.  If your baby is very mobile, this would be your best choice.  The camera is static (doesn't pan), but you won't need it to because you can set it up so it shows you the whole room at once.What could be improved:1. Battery life of the monitor - it only lasts a few hours of continuous use.  The charger does have an extra long cable, but it would be nice if the battery life was better.2.  The buttons are all along the edges of the monitor - this is nice because you get a very nice big viewing screen, but not so nice because you're constantly accidentally hitting buttons on the thing when you're carring it around.3.  Picture quality - Yes, it's much better video quality than the Motorola MBP36 and it's good enough that you can easily see your baby breathing, but it could always be better....if we're being greedy.What is great:1.  Great wide screen so you can see an entire room in one shot.  You don't need it to pan.  Screen size is bigger and better than the MBP362.  Great video quality - you can easily watch your baby breathing3.  Great night vision  - you can easily watch baby breathing4.  Very reliable5.  Excellent portability - I have a 1500 sq ft house on a half acre lot and I'm able to monitor the baby from pretty much my entire property.  So everywhere in the house and out in the yard as well.  Excellent.  It beats the Motorola MBP36 in this area as well.6.  Has an internal antenna which is way nicer than the externa antenna of the Motorola MBP36 - while still having better connection.7.  The stand is better and sturdier on the monitor than the MBP368.  Pretty much everything you need to monitor your baby.9.  The monitor and camera can be closer together before you get feedback - basically, just as long as they are at least 2 feet apart, you won't have feedback issues.  Not like the MBP36 which gets feedback if they are in the same room.  This is especially important if you're trying to adjust the placement of the camera while looking at the monitor.  Or - if you rig this up in your car to use as a car baby monitor (which I did).  I would recommend using the non-wide screen version if using in the car, but this one would work as well.  I love using this in the car because 1.  It's way better than trying to rig up a bunch of mirrors to monitor my baby in her rear facing car seat.  2.  You can't see the baby with mirrors if driving at night - but you can with this monitor because of the night vision.  3.  With the zoom feature, you can easily see baby breathing in her car seat - this is especially important with the rise in incidents where babies stop breathing in their car seats.  I am able to drive with confidence and not have to worry because I can totally see her face and chest and know everything is okay.  I have the monitor mounted on my dash with a GPS monitor that accepts a 5&#34; screen.10.  Durability - I've been using this in all different capacities, every day for the past 2 months and it's been going strong.  I've dropped the monitor a few times and it's gotten scuffed on the edges, but still working great.Great product that I use on a daily basis and am extremely happy with.",5
